genres,app_name,item_id,developer,Accounting,Action,Adventure,Animation &amp; Modeling,Audio Production,Casual,Design &amp; Illustration,Early Access,Education,Free to Play,Indie,Massively Multiplayer,Photo Editing,RPG,Racing,Simulation,Software Training,Sports,Strategy,Utilities,Video Production,Web Publishing,sin dato,release_date
['Simulation'],Victorian Admirals,275310,Totem Games,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2012
"['Simulation', 'Strategy']",Game Tycoon 1.5,273770,Sunlight Games,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2014
['Action'],Typing of the Dead: Overkill - Love at First Bite DLC,278131,Modern Dream,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014
"['Action', 'Indie']",//N.P.P.D. RUSH//- The milk of Ultraviolet,270090,Rail Slave Games,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2014
"['Action', 'Adventure', 'Indie']",Grimind,265380,Paweł Mogiła,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2014
['Strategy'],Etherlords,270770,Nival,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2001
"['Adventure', 'Indie', 'RPG', 'Strategy']",Etherlords II,270790,Nival,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,2003
"['Casual', 'Indie']",Let's Sing,268260,Voxler Games,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2014
"['Audio Production', 'Utilities']",MorphVOX Pro - Voice Changer,269470,Screaming Bee,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2014
"['Action', 'Strategy']",OMG Zombies!,259870,Laughing Jackal LTD,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2014
['Action'],Sniper Art of Victory,271500,CI Games,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008
"['Action', 'Free to Play', 'Indie']",Loadout Steam Launch Starter Pack,271520,Edge of Reality,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2014
"['Action', 'Adventure', 'Indie']",Haunted Memories Ep02: Welcome Home,256280,MadMan Theory Games,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2014
"['Design &amp; Illustration', 'Web Publishing']",RPG Maker VX Ace - Fantasy Hero Character Pack,265464,Degica,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2014
"['Casual', 'Simulation']",Ski Region Simulator - Gold Edition,270950,Giants Software,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2013
"['Design &amp; Illustration', 'Web Publishing']",RPG Maker VX Ace - JSM Futuristic Music Pack,271960,Degica,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2014
['Racing'],Burning Cars,269430,Polynetix Studio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2014
"['Action', 'Free to Play', 'Indie']",Loadout,208090,Edge of Reality,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2014
"['Design &amp; Illustration', 'Web Publishing']",RPG Maker VX Ace - Tyler Warren First 50 Battler Pack,271961,Degica,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2014
"['Action', 'Racing']",Glacier 3: The Meltdown,267940,Team 6 Studios,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2010
['RPG'],Might & Magic X - Legacy,238750,Ubisoft,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2014
['Action'],Hyper Fighters,267960,Team 6 Studios,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011
"['Casual', 'Indie']",KAMI,272040,State of Play Games,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2014
['Indie'],Hacker Evolution Duality: Hardcore Package Part 2 DLC,259220,exosyphen studios,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2014
"['Action', 'Adventure', 'Indie']",Guise Of The Wolf,259640,FUN Creators,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2014
['Simulation'],Trainz Simulator DLC: Nickel Plate High Speed Freight Set,238991,N3V Games,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2014
['Simulation'],DCS: Flaming Cliffs 3,249320,Eagle Dynamics SA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2012
"['Action', 'Adventure', 'Indie']",A-Men,264460,Bloober Team SA,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2014
"['Action', 'Adventure', 'Casual', 'Indie', 'RPG', 'Early Access']",Signs of Life,263200,Sweet Dog Studios,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2014
"['Indie', 'Strategy']",Original War,235320,Altar Games,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2001
"['Action', 'Adventure', 'Early Access', 'Indie', 'Strategy']",Arcane Worlds,269610,Ranmantaru Games,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2014
"['Adventure', 'RPG', 'Simulation']",Starlite: Astronaut Rescue - Developed in Collaboration with NASA,266090,Project Whitecard Studios Inc.,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2014
"['Casual', 'Simulation']",Rocksmith® 2014 – System of a Down - “Aerials”,271418,Ubisoft - San Francisco,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2014
"['Casual', 'Simulation']",Rocksmith® 2014 – System of a Down - “B.Y.O.B.”,271416,Ubisoft - San Francisco,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2014
"['Animation &amp; Modeling', 'Education', 'Utilities', 'Web Publishing']",Clickteam Fusion 2.5 Developer Upgrade,267810,Clickteam,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2014
"['Casual', 'Simulation']",Rocksmith® 2014 – System of a Down - “Toxicity”,271417,Ubisoft - San Francisco,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2014
"['Casual', 'Simulation']",Rocksmith® 2014 – System of a Down Song Pack,271419,Ubisoft - San Francisco,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2014
"['Action', 'Indie']",Strike Vector,246700,Ragequit Corporation,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2014
"['Adventure', 'Casual', 'Indie']",Broken Age,232790,Double Fine Productions,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2014
"['Action', 'Indie']",KickBeat Steam Edition,255370,Zen Studios,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2014
['Action'],Hitman: Contracts,247430,Io-Interactive A/S,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004
"['Casual', 'Simulation']",Rocksmith® 2014 – Weezer - “Island in the Sun”,258408,Ubisoft - San Francisco,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2014
"['Casual', 'Simulation']",Rocksmith® 2014 – Weezer - “My Name is Jonas”,258409,Ubisoft - San Francisco,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2014
"['Casual', 'Simulation']",Rocksmith® 2014 – Weezer - “Buddy Holly”,258410,Ubisoft - San Francisco,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2014
"['Casual', 'Simulation']",Rocksmith® 2014 – Weezer - “Hash Pipe”,258412,Ubisoft - San Francisco,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2014
"['Casual', 'Simulation']",Rocksmith® 2014 – Weezer Song Pack,258413,Ubisoft - San Francisco,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2014
"['Casual', 'Sports']",Gridiron Solitaire,266270,Bill and Eli Productions,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2014
"['Casual', 'Simulation']",Rocksmith® 2014 – Weezer - “Undone - The Sweater Song”,258411,Ubisoft - San Francisco,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2014
"['Action', 'RPG']",PAYDAY 2: The Infamy Update,274161,OVERKILL - a Starbreeze Studio.,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2014
"['Indie', 'RPG', 'Strategy']",Blackguards,249650,Daedalic Entertainment,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,2014
['Design &amp; Illustration'],Comicado,264420,Jugilus,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014
"['Simulation', 'Strategy']",Expansion - Europa Universalis IV: Conquest of Paradise,241369,Paradox Development Studio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2014
"['Simulation', 'Strategy']",Europa Universalis IV: Conquistadors Unit pack,241370,Paradox Development Studio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2014
"['Simulation', 'Strategy']",Europa Universalis IV: Native Americans Unit Pack,241371,Paradox Development Studio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2014
"['Action', 'Adventure']",LEGO Marvel Super Heroes DLC: Asgard Pack,256321,Traveller's Tales,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014
"['Simulation', 'Strategy']",Europa Universalis IV: Songs of the New World,241372,Paradox Development Studio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2014
['Action'],Call of Duty®: Ghosts - Wolf Skin,268101,Infinity Ward,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014
"['Casual', 'Simulation']",Rocksmith® 2014 – Oasis - “Wonderwall”,258414,Ubisoft - San Francisco,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2014
"['Casual', 'Simulation']",Rocksmith® 2014 – Oasis - “Champagne Supernova”,258415,Ubisoft - San Francisco,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2014
"['Casual', 'Simulation']",Rocksmith® 2014 – Oasis - “Live Forever”,258417,Ubisoft - San Francisco,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2014
"['Casual', 'Simulation']",Rocksmith® 2014 – Oasis - “Supersonic”,258416,Ubisoft - San Francisco,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2014
"['Casual', 'Simulation']",Rocksmith® 2014 – Oasis - “Some Might Say”,258418,Ubisoft - San Francisco,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2014
"['Casual', 'Simulation']",Rocksmith® 2014 – Oasis Song Pack,258419,Ubisoft - San Francisco,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2014
"['Casual', 'Simulation']",Rocksmith® 2014 – 9mm Parabellum Bullet - “Atarashii Hikari”,271420,Ubisoft - San Francisco,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2014
"['Casual', 'Simulation']",Rocksmith® 2014 – 9mm Parabellum Bullet - “Punishment”,271421,Ubisoft - San Francisco,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2014
"['Indie', 'RPG', 'Strategy']",The Banner Saga,237990,Stoic,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,2014
"['Indie', 'RPG', 'Strategy']",The Banner Saga - Soundtrack,272100,Stoic,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,2014
"['Adventure', 'Casual', 'Indie', 'RPG', 'Early Access']",Steam Bandits: Outpost,261350,Iocaine Studios,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2014
"['Action', 'Indie', 'Racing', 'Simulation', 'Sports', 'Early Access']",Next Car Game: Wreckfest,228380,Bugbear,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,2014
"['Racing', 'Sports']",Sonic and All-Stars Racing Transformed: Ryo Hazuki,271030,Sumo Digital,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2014
"['Indie', 'RPG']",Loren The Amazon Princess,257970,Winter Wolves,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2014
"['Action', 'Adventure']",Assassin’s Creed®IV Black Flag™ - Illustrious Pirates Pack,264804,Ubisoft Montreal,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014
['Simulation'],Train Simulator: DB BR111 Loco Add-On,222598,virtualRailroads,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2014
['Simulation'],Recovery Search & Rescue Simulation,262870,Excalibur Publishing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2014
['Simulation'],Train Simulator: Union Pacific DDA40X Centennial Loco Add-On,222619,Digital Train Model,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2014
"['Action', 'Simulation', 'Strategy']",Iron Sky Invasion: The Second Fleet,234860,Reality Pump,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2013
"['Action', 'Simulation', 'Strategy']",Iron Sky Invasion: Meteorblitzkrieg,234880,Reality Pump,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2013
"['Simulation', 'Strategy']",Cities in Motion 2: Marvellous Monorails,225434,Colossal Order Ltd.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2014
['Action'],METAL GEAR RISING: REVENGEANCE,235460,PlatinumGames,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014
['RPG'],Realms of Arkania 1 - Blade of Destiny Classic,267670,attic Entertainment Software GmbH,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2014
['RPG'],Realms of Arkania 3 - Shadows over Riva Classic,270760,attic Entertainment Software GmbH,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2014
"['Action', 'Indie', 'RPG']",3089 -- Futuristic Action RPG,263360,Phr00t's Software,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2014
"['Action', 'Adventure', 'Indie']",Freedom Fall,262770,Stirfire Studios,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2014
['RPG'],Realms of Arkania 2 - Star Trail Classic,270750,attic Entertainment Software GmbH,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2014
"['Adventure', 'Indie', 'Strategy']",War of the Human Tanks,263400,Yakiniku Banzai,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2012
"['Indie', 'RPG', 'Strategy']",Talisman - The Reaper Expansion Pack,258810,Nomad Games,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,2014
"['Casual', 'Indie']",Episode 11 - King Midas,261400,Spicyhorse,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2014
"['Casual', 'Indie']",Episode 12 - Cinderella,261401,Spicy Horse Games,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2014
"['Casual', 'Indie']",Episode 15 - The Pied Piper,261404,Spicy Horse Games,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2014
"['Casual', 'Indie']",Episode 16 - A Christmas Carol,261405,Spicy Horse Games,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2014
"['Casual', 'Indie']",Episode 13 - The Golden Goose,261402,Spicy Horse Games,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2014
"['Casual', 'Indie']",Episode 14 - Iron John,261403,Spicy Horse Games,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2014
"['Casual', 'Indie']",Episode 17 - The Frog King,261406,Spicy Horse Games,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2014
"['Casual', 'Indie']",Episode 19 - Mulan,261408,Spicy Horse Games,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2014
"['Casual', 'Indie']",Episode 18 - Jack and the Beanstalk,261407,Spicy Horse Games,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2014
"['Action', 'Indie', 'Strategy']",Kingdom Rush,246420,Ironhide Game Studio,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2014
"['Simulation', 'Sports']",Basketball Pro Management 2014,261600,Umix,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2014
"['Action', 'Adventure']",Saints Row IV - Anime Pack,247304,Deep Silver Volition,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014
"['Casual', 'Simulation']",Rocksmith® 2014 – Aerosmith - “Dream On”,271410,Ubisoft - San Francisco,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2014
"['Casual', 'Simulation']",Rocksmith® 2014 – Aerosmith - “Sweet Emotion”,271411,Ubisoft - San Francisco,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2014
"['Casual', 'Simulation']",Rocksmith® 2014 – Aerosmith - “Oh Yeah”,271412,Ubisoft - San Francisco,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2014
"['Casual', 'Simulation']",Rocksmith® 2014 – Aerosmith - “Legendary Child”,271413,Ubisoft - San Francisco,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2014
"['Casual', 'Simulation']",Rocksmith® 2014 – Aerosmith - “Same Old Song and Dance”,271414,Ubisoft - San Francisco,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2014
"['Animation &amp; Modeling', 'Education', 'Utilities', 'Web Publishing']",HTML5 Exporter for Clickteam Fusion 2.5,267652,Clickteam,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2013
"['Animation &amp; Modeling', 'Education', 'Utilities', 'Web Publishing']",Android Exporter for Clickteam Fusion 2.5,267650,Clickteam,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2013
"['Action', 'Adventure', 'Indie']",Continue?9876543210,263340,Jason Oda,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2014
"['Action', 'Adventure', 'Indie']",Unearthed: Trail of Ibn Battuta - Episode 1 - Gold Edition,263680,Semaphore,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2014
"['Adventure', 'Indie', 'RPG']",Driftmoon,263380,"Ville Mönkkönen,Anne Mönkkönen",0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2013
"['Action', 'Indie']",Gunman Clive,262550,Hörberg Productions,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2014
"['Adventure', 'Casual']",Captain Morgane and the Golden Turtle,264320,WizarBox,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014
"['Casual', 'Indie']",Grimm,252150,Spicyhorse Games,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2014
"['Indie', 'Strategy']",UFO: Afterlight,237950,Altar Games,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2007
"['Casual', 'Indie']",Episode 22 - The Adventures of Thumbling,261411,Spicy Horse Games,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2014
"['Casual', 'Indie']",Episode 20 - Pinnochio,261409,Spicy Horse Games,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2014
"['Casual', 'Indie']",Episode 1 - A Boy Learns What Fear Is,261390,Spicy Horse Games,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2014
"['Casual', 'Indie']",Episode 23 - Snow White,261412,Spicy Horse Games,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2014
['Strategy'],Total War: ROME II - Caesar in Gaul Campaign Pack,261050,Creative Assembly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2013
"['Casual', 'Indie']",Episode 2 - Little Red Riding Hood,261391,Spicyhorse,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2014
"['Casual', 'Simulation']",Rocksmith® 2014 – Muse - “Hysteria”,258392,Ubisoft - San Francisco,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2013
"['Casual', 'Indie']",Episode 21 - Sleeping Beauty,261410,Spicy Horse Games,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2014
"['Casual', 'Simulation']",Rocksmith® 2014 – Muse - “Time is Running Out”,258393,Ubisoft - San Francisco,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2013
"['Casual', 'Simulation']",Rocksmith® 2014 – Muse - “Supermassive Black Hole”,258394,Ubisoft - San Francisco,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2013
"['Casual', 'Simulation']",Rocksmith® 2014 – Muse - “Stockholm Syndrome”,258395,Ubisoft - San Francisco,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2013
"['Casual', 'Simulation']",Rocksmith® 2014 – Muse - “Muscle Museum”,258396,Ubisoft - San Francisco,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2013
"['Casual', 'Simulation']",Rocksmith® 2014 – Muse Song Pack,258397,Ubisoft - San Francisco,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2013
"['Casual', 'Simulation']",Rocksmith® 2014 – Golden Bomber - “Memeshikute”,258398,Ubisoft - San Francisco,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2013
"['Casual', 'Simulation']",Rocksmith® 2014 – Golden Bomber - “Earphone”,258399,Ubisoft - San Francisco,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2013
"['Casual', 'Simulation']",Rocksmith® 2014 – Golden Bomber Song Pack,258401,Ubisoft - San Francisco,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2013
"['Action', 'RPG']",Borderlands 2: Headhunter 3: Mercenary Day,245930,"Gearbox Software,Aspyr (Mac &amp; Linux)",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2013
"['Action', 'Adventure', 'Indie']",Dementium II HD,217100,Memetic Games,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2013
"['Casual', 'Simulation']",Rocksmith® 2014 – Golden Bomber - “Death Mental”,258400,Ubisoft - San Francisco,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2013
['Adventure'],The Walking Dead: Season 2,261030,Telltale Games,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013
"['Action', 'Indie']",Ballpoint Universe - Infinite,259390,Arachnid Games,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2013
"['Action', 'Adventure']",LEGO Marvel Super Heroes DLC: Super Pack,256320,Traveller's Tales,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013
"['Action', 'Adventure']",Assassin’s Creed® IV Black Flag™ – Freedom Cry,264803,Ubisoft Montreal,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013
"['Animation &amp; Modeling', 'Education', 'Utilities', 'Web Publishing']",iOS Exporter for Clickteam Fusion 2.5,267651,Clickteam,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2013
"['Action', 'Indie']",Electronic Super Joy - Bonus Content Pack!,271400,Michael Todd Games,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2013
"['Action', 'Indie', 'RPG']",Zigfrak,259430,Entheogen Studios LLC,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2012
['Web Publishing'],RPG Maker XP,235900,KADOKAWA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2005
['Indie'],Teslagrad,249590,Rain Games,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2013
"['Design &amp; Illustration', 'Web Publishing']",RPG Maker VX Ace - High Fantasy: The Deep,268610,Degica,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2013
"['Design &amp; Illustration', 'Web Publishing']",RPG Maker VX Ace - High Fantasy Main Party Pack II,268611,Degica,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2013
"['Action', 'Adventure', 'Indie']",Stick it to The Man!,251830,Zoink Games,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2013
"['Design &amp; Illustration', 'Web Publishing']",RPG Maker VX Ace - Zonderland,268613,Degica,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2013
"['Design &amp; Illustration', 'Web Publishing']",RPG Maker VX Ace - Gyrowolf's Music Resource Pack 001,268612,Degica,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2013
